"proteinName"	"ac"	"geneName"	"proteinDescription"	"idScore"	"idQValue"	"nbPeptides"	"allAccessions"	"R424_B_IL38_1_AL_250425_0944_Expl"	"R424_B_IL38_2_AL_250425_0944_Expl"	"R424_B_IL38_3_AL_250425_0944_Expl"	"R424_B_CD3_1_AL_250425_0944_Expl"	"R424_B_CD3_2_AL_250425_0944_Expl"	"R424_B_CD3_3_AL_250425_0944_Expl_"	"R424_B_G_1_AL_250425_0944_Expl_"	"R424_B_G_2_AL_250425_0944_Expl_"	"R424_B_G_3_AL_250425_0944_Expl"	"medianInt_IL38"	"medianInt_antiCD3"	"medianInt_Glycine"	"cv_IL38"	"cv_antiCD3"	"cv_Glycine"	"log2ratio_antiCD3"	"log2ratio_Glycine"	"fracNAFeatures.IL38"	"fracNAFeatures.antiCD3"	"fracNAFeatures.Glycine"	"pValue_antiCD3"	"pValue_Glycine"	"qValue_antiCD3"	"qValue_Glycine"	"FTestPValue"	"FTestQValue"
"sp|Q96DU3|SLAF6_HUMAN"	"Q96DU3"	"SLAMF6"	"SLAM family member 6 OS=Homo sapiens OX=9606 GN=SLAMF6 PE=1 SV=3"	15.9121	0	12	"sp|Q96DU3|SLAF6_HUMAN"	4358029.58227184	4250198.58070144	4569648.16620374	5754746.99635875	4753819.12048988	4585898.05999864	10620101.6590667	10548559.7852272	9185360.39185221	4358029.58227184	4753819.12048988	10548559.7852272	0.0369962129142045	0.125601571323576	0.0799058146029146	0.125411021291999	1.27529814389879	0.0208333333333333	0	0	0.202178715102477	1.51635357792878e-05	0.323873816998692	9.12544315366151e-05	1.04353592812256e-05	4.46847435888376e-05
"sp|Q96E93|KLRG1_HUMAN"	"Q96E93"	"KLRG1"	"Killer cell lectin-like receptor subfamily G member 1 OS=Homo sapiens OX=9606 GN=KLRG1 PE=1 SV=1"	1.9984	0	2	"sp|Q96E93|KLRG1_HUMAN"	59438.9633869779	68218.4023285727	89153.553402639	96995.8510571672	77680.5605311403	63542.2244685346	269712.756356659	248800.369921008	215355.370822297	68218.4023285727	77680.5605311403	248800.369921008	0.211235611391028	0.211487758722288	0.112084501456603	0.187392643558923	1.86675575787894	0	0	0	0.561393036527093	4.19954018414531e-05	0.668468000713187	0.000139540067818374	2.33093626561432e-05	7.86396679510285e-05
"sp|Q96EE3|SEH1_HUMAN"	"Q96EE3"	"SEH1L"	"Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3"	3.989	0	4	"sp|Q96EE3|SEH1_HUMAN"	125424.142071956	181141.511234604	138724.700322756	156354.580765252	152358.557110385	153313.801426887	114887.737573689	111104.737443443	120931.946212347	138724.700322756	153313.801426887	114887.737573689	0.196045216924426	0.0135495040965326	0.0428632795073707	0.144262888925702	-0.271999864832342	0	0	0	0.677298954974613	0.0637701597365801	0.757885796875836	0.074472843888174	0.0335060722574689	0.0378075274797115
"sp|Q96F46|I17RA_HUMAN"	"Q96F46"	"IL17RA"	"Interleukin-17 receptor A OS=Homo sapiens OX=9606 GN=IL17RA PE=1 SV=2"	13.7428	0	12	"sp|Q96F46|I17RA_HUMAN"	448540.006309845	531181.926296308	622125.452650991	668701.508668961	549027.779725771	525472.113335619	946647.134206641	957324.602860987	903787.402702421	531181.926296308	549027.779725771	946647.134206641	0.162610625502581	0.132174144467395	0.030274917683908	0.047673089435726	0.833620697461964	0	0.0238095238095238	0	0.486748423791458	0.000822435616374251	0.606632577504312	0.00138734088822727	0.000795856539338967	0.00127796185040805
"sp|Q96FE7|P3IP1_HUMAN"	"Q96FE7"	"PIK3IP1"	"Phosphoinositide-3-kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PIK3IP1 PE=1 SV=2"	5.9906	0	6	"sp|Q96FE7|P3IP1_HUMAN"	222220.415930934	209908.634513661	282218.507181113	313659.468364565	339078.717372755	431007.415969467	750380.672267761	839399.756557202	658162.820580608	222220.415930934	339078.717372755	750380.672267761	0.162471014574188	0.170894560448137	0.120941450789228	0.609628868231322	1.75563130177116	0	0	0	0.0153086165056344	2.89865708223561e-05	0.0594543943358357	0.000119769175867243	2.2697325305927e-05	7.73561903283633e-05
"sp|Q96HC4|PDLI5_HUMAN"	"Q96HC4"	"PDLIM5"	"PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5"	4.9889	0	5	"sp|Q96HC4|PDLI5_HUMAN"	140470.233422445	163015.742488545	164319.403460446	236350.988967078	175930.356356596	169947.557160086	131308.468530611	116161.138734264	136418.496914102	163015.742488545	175930.356356596	131308.468530611	0.0859898811624055	0.189270718353482	0.08232850463911	0.109993145061555	-0.312051329209012	0	0	0	0.119095043481771	0.045862379990004	0.236772288826854	0.0546097501485253	0.0119107620221209	0.0143360825812029
"sp|Q96LA6|FCRL1_HUMAN"	"Q96LA6"	"FCRL1"	"Fc receptor-like protein 1 OS=Homo sapiens OX=9606 GN=FCRL1 PE=1 SV=1"	2	0	2	"sp|Q96LA6|FCRL1_HUMAN"	34951.1660749779	52596.7099137741	60162.519738663	29209.0947871243	70885.0372162392	59746.7871774674	135140.034880766	108358.5348285	127958.122895596	52596.7099137741	59746.7871774674	127958.122895596	0.262753672912125	0.404978199469674	0.111955880111966	0.183888578403989	1.28262727141668	0	0	0	0.890705047657847	0.000665592837324432	0.919615103300528	0.00117439589847458	0.00490126058854478	0.00638214829073668
"sp|Q96QA5|GSDMA_HUMAN"	"Q96QA5"	"GSDMA"	"Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4"	4.9853	0	5	"sp|Q96QA5|GSDMA_HUMAN"	423493.697412445	142142.207021118	111715.637453229	337384.997187918	239225.320218611	130896.670690338	74738.4124751232	92124.4309228085	126022.286187511	142142.207021118	239225.320218611	92124.4309228085	0.761331187583371	0.437957035097129	0.267147737530475	0.751035091044471	-0.625679297663655	0	0	0	0.71774661839584	0.0994434129095813	0.785991378833477	0.113358702770649	0.103812749257354	0.111311262446087
"sp|Q96QK1|VPS35_HUMAN"	"Q96QK1"	"VPS35"	"Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2"	4.9844	0	5	"sp|Q96QK1|VPS35_HUMAN"	63285.3758554447	104277.790308973	78108.1259460103	185919.369401106	152629.974968892	134544.34132859	88453.9555376367	87389.137596374	108006.784636932	78108.1259460103	152629.974968892	88453.9555376367	0.253464260023889	0.16525117726091	0.122689148107435	0.966493769116205	0.179454013323731	0.2	0	0	0.0043163031767661	0.291810770509871	0.0280993715320024	0.312387170994541	0.00309670760798503	0.00428281714727536
"sp|Q96RU3|FNBP1_HUMAN"	"Q96RU3"	"FNBP1"	"Formin-binding protein 1 OS=Homo sapiens OX=9606 GN=FNBP1 PE=1 SV=2"	13.886	0	13	"sp|Q96RU3|FNBP1_HUMAN"	1192484.93227935	1367996.52076872	1380881.33789547	1371992.59674195	1062295.63401444	1011992.11791465	825135.991060212	753588.315081358	774467.041901695	1367996.52076872	1062295.63401444	774467.041901695	0.0801107795590632	0.169708422320769	0.0469060430128893	-0.36487924085073	-0.820788810686846	0	0.0238095238095238	0	0.24445078000473	0.000288492448200393	0.377993335748054	0.000582214366760914	0.00127893271039412	0.00192416002374611
"sp|Q96S97|MYADM_HUMAN"	"Q96S97"	"MYADM"	"Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2"	2.8983	0	3	"sp|Q96S97|MYADM_HUMAN"	53582.6150634668	72749.2456660393	87184.0850381365	76794.0934891929	72774.2493974224	113816.917518946	179475.004619753	135603.047239806	157620.975549663	72749.2456660393	76794.0934891929	157620.975549663	0.23683717974251	0.257702578698517	0.139217737566212	0.0780630634801334	1.11545534151362	0	0	0	0.272456109529371	0.00109119919747811	0.407160360549484	0.00180873713130366	0.00218099480450362	0.00310640624607338
"sp|Q99467|CD180_HUMAN"	"Q99467"	"CD180"	"CD180 antigen OS=Homo sapiens OX=9606 GN=CD180 PE=1 SV=2"	6.9792	0	6	"sp|Q99467|CD180_HUMAN"	133499.518633823	173485.521178552	175892.151184903	109803.837146522	124555.695848473	127896.675645608	474315.035731883	429174.113122116	425130.222234284	173485.521178552	124555.695848473	429174.113122116	0.147932572285426	0.0797293209856568	0.0616530116728545	-0.478024266264907	1.30674779556558	0	0	0	0.0373919955019247	2.90975949675241e-05	0.105838360149516	0.000119769175867243	9.54875330532968e-07	1.18127526252487e-05
"sp|Q99470|SDF2_HUMAN"	"Q99470"	"SDF2"	"Stromal cell-derived factor 2 OS=Homo sapiens OX=9606 GN=SDF2 PE=1 SV=2"	2.9866	0	2	"sp|Q99470|SDF2_HUMAN"	36126.5812104668	30843.0604983738	36227.0575794772	25369.6574773674	24820.8226324619	31542.6245448062	19476.0819619893	20550.4847004959	18352.8355841233	36126.5812104668	25369.6574773674	19476.0819619893	0.0895335874774018	0.13700081207893	0.0564710313727743	-0.50995669244479	-0.891357256675963	0	0	0	0.058602400937735	0.000224014918568124	0.142350559368753	0.000479621684626625	0.000510711010283524	0.000879265347601531
"sp|Q99497|PARK7_HUMAN"	"Q99497"	"PARK7"	"Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2"	10.9627	0	7	"sp|Q99497|PARK7_HUMAN"	1027873.85158738	1090082.69572959	1010428.79007148	1410492.99769533	1160406.1837978	1100497.6996901	820579.120445692	798390.79789695	748228.055508513	1027873.85158738	1160406.1837978	798390.79789695	0.0401525311853319	0.134362861440579	0.0469744360559228	0.174966671776659	-0.364496219355495	0	0	0	0.151399855741562	0.00400683434293222	0.274078871640551	0.00559950908175465	0.00155891615534954	0.00229815530004919
"sp|Q99572|P2RX7_HUMAN"	"Q99572"	"P2RX7"	"P2X purinoceptor 7 OS=Homo sapiens OX=9606 GN=P2RX7 PE=1 SV=4"	4.8816	0	5	"sp|Q99572|P2RX7_HUMAN"	236024.564782445	243759.341437106	266108.976731974	182239.424130392	148003.79041014	188362.28187797	310248.603386401	296807.441019953	267961.575589375	243759.341437106	182239.424130392	296807.441019953	0.0628347280232934	0.125818199129809	0.0740765677649249	-0.419622414118553	0.284069753632529	0	0	0	0.00827937569065179	0.0673041688970461	0.0422184958882091	0.0783261059638098	0.000611034852041561	0.00101788349417397
"sp|Q99623|PHB2_HUMAN"	"Q99623"	"PHB2"	"Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2"	1.9932	0	2	"sp|Q99623|PHB2_HUMAN"	30004.3161449779	25822.4416855291	32310.6797625448	31073.482721536	22564.6044867043	42729.6391153801	12785.7654062344	33198.7884394555	45760.4298707265	30004.3161449779	31073.482721536	33198.7884394555	0.111949721298393	0.315148115192648	0.544195088985438	0.0505138995518895	0.145960544158086	0	0	0	0.737198865087803	0.797001126467629	0.801604593727078	0.809113605593277	0.892601912584577	0.893940146336577
"sp|Q99714|HCD2_HUMAN"	"Q99714"	"HSD17B10"	"3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3"	2.9943	0	3	"sp|Q99714|HCD2_HUMAN"	104898.208167467	153381.096563468	197004.977413659	94695.4548871532	111007.684360353	142620.931046861	45580.2639026722	50358.7829941245	58227.1597404079	153381.096563468	111007.684360353	50358.7829941245	0.303599811258705	0.209860001625206	0.124269391981155	-0.466461140312457	-1.60680536559888	0	0	0	0.228564092579905	0.000604697229892307	0.357566308766689	0.00109172364748125	0.000502223856741256	0.000867221070445801
"sp|Q99795|GPA33_HUMAN"	"Q99795"	"GPA33"	"Cell surface A33 antigen OS=Homo sapiens OX=9606 GN=GPA33 PE=1 SV=1"	6.9918	0	6	"sp|Q99795|GPA33_HUMAN"	500196.474427423	536208.86537755	524140.413663456	794568.307186383	677196.325116531	634380.314852556	1697815.67064318	1562675.40140299	1513943.97359072	524140.413663456	677196.325116531	1562675.40140299	0.0352369614366965	0.118133325062513	0.0598560985686064	0.36962079254323	1.57599287628097	0.142857142857143	0.142857142857143	0	0.0156588678116621	1.56173266489849e-06	0.0600016354216638	6.56747162000348e-05	8.27158596541535e-07	1.16524167375995e-05
"sp|Q99829|CPNE1_HUMAN"	"Q99829"	"CPNE1"	"Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1"	2.9908	0	3	"sp|Q99829|CPNE1_HUMAN"	73797.4832104668	49822.8108826718	52631.9350993236	81369.7127175622	53473.9549420304	58826.0155616594	74341.780885884	56490.8439161878	59570.7491701649	52631.9350993236	58826.0155616594	59570.7491701649	0.223083776687198	0.229325754407902	0.150347629308448	0.160515883237354	0.178665663879762	0.111111111111111	0	0	0.573692860443303	0.538044026471582	0.678277576594914	0.556367507249252	0.782894179894936	0.785245213468194
"sp|Q9BSJ8|ESYT1_HUMAN"	"Q9BSJ8"	"ESYT1"	"Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1"	3.9653	0	4	"sp|Q9BSJ8|ESYT1_HUMAN"	82808.1014309558	92404.0356238988	79535.4503589654	38916.9897178985	39230.8357904712	37153.1092482958	45321.934952746	30775.4098294794	27087.540917279	82808.1014309558	38916.9897178985	30775.4098294794	0.0787627529106775	0.0291417560008992	0.280303084659035	-1.08937179895206	-1.42799385006702	0	0	0	4.56397009157087e-05	0.000480750899562619	0.00217766572940667	0.000892382509587663	0.000116577263375891	0.000261557141185653
"sp|Q9BT23|LIMD2_HUMAN"	"Q9BT23"	"LIMD2"	"LIM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LIMD2 PE=1 SV=1"	5.9596	0	4	"sp|Q9BT23|LIMD2_HUMAN"	3580665.48121493	3021223.00727522	3537590.41779819	4513499.71295649	3862200.53242569	3809964.29234157	3039858.42802606	2866629.08232563	2700526.83672107	3537590.41779819	3862200.53242569	2866629.08232563	0.092106949087893	0.0965014685627619	0.0591418566647305	0.12665605109262	-0.303411778412862	0	0	0	0.0957873078385448	0.0757896895539219	0.203776820497286	0.0878949871910067	0.00712366181082408	0.00899547464958503
"sp|Q9BTV4|TMM43_HUMAN"	"Q9BTV4"	"TMEM43"	"Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1"	1.9686	0	2	"sp|Q9BTV4|TMM43_HUMAN"	50909.2517049779	38315.6189503077	50103.9039152989	31792.5258878613	42614.7455644804	48938.5902815475	31086.3299752053	26984.048549969	28228.7421942828	50103.9039152989	42614.7455644804	28228.7421942828	0.151798419066288	0.210890475576167	0.0731173880008207	-0.233570298866864	-0.827758170234226	0	0	0	0.40031253494159	0.00264894499784158	0.528475836642257	0.00386352676541086	0.0128750229116705	0.015413109865584
"sp|Q9BU61|NDUF3_HUMAN"	"Q9BU61"	"NDUFAF3"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Homo sapiens OX=9606 GN=NDUFAF3 PE=1 SV=1"	3.9806	0	4	"sp|Q9BU61|NDUF3_HUMAN"	534012.154789956	606590.033800817	659276.476633006	588616.29771478	530151.175522379	433261.389330729	325817.60558788	342744.5634786	327561.613418724	606590.033800817	530151.175522379	327561.613418724	0.104831788185861	0.151670060021518	0.028039461457329	-0.194317984090841	-0.888955495799024	0	0	0	0.219910742865704	0.000190401114590484	0.348105156953295	0.00042395981515481	0.000516964195192047	0.000885466877918685
"sp|Q9BX67|JAM3_HUMAN"	"Q9BX67"	"JAM3"	"Junctional adhesion molecule C OS=Homo sapiens OX=9606 GN=JAM3 PE=1 SV=1"	2.9615	0	3	"sp|Q9BX67|JAM3_HUMAN"	34245.1468984668	51215.7272525886	48938.2109663426	94160.2754511606	86173.8413296452	64153.2612753465	114030.871435174	140812.017019996	128620.556321272	48938.2109663426	86173.8413296452	128620.556321272	0.2056078512285	0.190695243023117	0.104900148177001	0.816288633838388	1.3940879677713	0	0	0	0.00709308744527148	0.000119755551435184	0.0376046223288996	0.000299294931033784	0.000155498681085786	0.000333997167091012
"sp|Q9BZQ8|NIBA1_HUMAN"	"Q9BZQ8"	"NIBAN1"	"Protein Niban 1 OS=Homo sapiens OX=9606 GN=NIBAN1 PE=1 SV=1"	1.9953	0	2	"sp|Q9BZQ8|NIBA1_HUMAN"	50992.3976349779	98667.9631496599	83646.449349193	138569.32503776	120462.440475778	115204.084697989	69051.1832845041	79318.2016349717	97435.8660866212	83646.449349193	120462.440475778	79318.2016349717	0.313430628683162	0.0982583855855456	0.175408949531602	0.526207185511307	-0.0766523335761597	0	0	0	0.02760794740988	0.684566337226226	0.087819566046666	0.700291444513199	0.032676020518623	0.0369333023797633
"sp|Q9BZW8|CD244_HUMAN"	"Q9BZW8"	"CD244"	"Natural killer cell receptor 2B4 OS=Homo sapiens OX=9606 GN=CD244 PE=1 SV=2"	5.9679	0	6	"sp|Q9BZW8|CD244_HUMAN"	272437.062610934	366379.788254954	313673.728216647	419085.670776162	405446.993729817	427838.21154559	893352.607142509	861568.213679736	924073.900410177	313673.728216647	419085.670776162	893352.607142509	0.148309841765053	0.0270306001038529	0.0349993411933159	0.417980493077941	1.50996501975596	0	0	0	0.0281797811955898	1.80819804025976e-05	0.0887928954653489	9.82013244628875e-05	2.65560560845163e-06	1.95203227004708e-05
"sp|Q9H0X4|F234A_HUMAN"	"Q9H0X4"	"FAM234A"	"Protein FAM234A OS=Homo sapiens OX=9606 GN=FAM234A PE=1 SV=1"	1.9986	0	2	"sp|Q9H0X4|F234A_HUMAN"	38134.1488239779	46771.7025130841	64768.6894925965	60727.5819892901	22305.0313417417	66359.0126070273	156508.517129333	142582.695229603	157581.135579473	46771.7025130841	60727.5819892901	156508.517129333	0.27236262539548	0.481449542567054	0.0549644930567482	0.376715981529218	1.74253332052915	0	0	0	0.796532153752945	0.000133379240472517	0.849973608158095	0.000320494002286479	0.00291816026094917	0.00407809843998754
"sp|Q9H299|SH3L3_HUMAN"	"Q9H299"	"SH3BGRL3"	"SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1"	5.8426	0	4	"sp|Q9H299|SH3L3_HUMAN"	596981.572714934	879155.332625626	724048.373464722	1291574.61606029	1124794.72488016	1307615.6372307	880127.025240175	719458.703479665	648842.01904115	724048.373464722	1291574.61606029	719458.703479665	0.192691348771873	0.081557201830297	0.158148274386906	0.834973000676722	-0.00917420710400307	0	0	0	0.00366842672714602	0.844622785293053	0.0263386653615511	0.853567353367261	0.00258656819584441	0.00362988982105896
"sp|Q9H2H9|S38A1_HUMAN"	"Q9H2H9"	"SLC38A1"	"Sodium-coupled neutral amino acid symporter 1 OS=Homo sapiens OX=9606 GN=SLC38A1 PE=1 SV=1"	1.9944	0	2	"sp|Q9H2H9|S38A1_HUMAN"	4086.59237429788	6753.01609068441	11839.675520847	2594.7193275343	1990.5185520355	610.343559318778	52573.6459733183	55640.8044653089	62927.4612282175	6753.01609068441	1990.5185520355	55640.8044653089	0.521047893075788	0.587322232055268	0.0932257095593168	-1.76238767738361	3.04253937859185	0.5	0.5	0	0.0107583936817213	0.000132114800974902	0.0475934237045682	0.000318601758307706	2.90198043976221e-05	9.31982179692864e-05
"sp|Q9H3P7|GCP60_HUMAN"	"Q9H3P7"	"ACBD3"	"Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4"	1.9967	0	2	"sp|Q9H3P7|GCP60_HUMAN"	108151.282674978	105231.553689566	109021.77983652	160036.144252619	134880.259103336	102543.238889107	33346.4474150101	61948.3168535634	49457.9542166298	108151.282674978	134880.259103336	49457.9542166298	0.0184733318124915	0.217539839238783	0.297177599167681	0.318628437020159	-1.12877630547053	0	0	0	0.172105089983119	0.00149196420007569	0.290602389713385	0.00232315171480317	0.000451559501075452	0.000802238688080856
"sp|Q9H3S1|SEM4A_HUMAN"	"Q9H3S1"	"SEMA4A"	"Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2"	2.9691	0	3	"sp|Q9H3S1|SEM4A_HUMAN"	40152.2538698002	40320.7532472969	58686.6554217377	148399.704850962	98428.8390813916	114339.946155019	122311.938924453	140162.778194082	127639.024662029	40320.7532472969	114339.946155019	127639.024662029	0.229647006531771	0.212051725085572	0.0704718480356467	1.50373502025443	1.66247499385866	0.222222222222222	0	0	0.000669916655426426	9.55724002764738e-05	0.0111876081456213	0.000252782870184983	7.0812556593166e-05	0.000180544991619217
"sp|Q9H4A4|AMPB_HUMAN"	"Q9H4A4"	"RNPEP"	"Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2"	3.9765	0	4	"sp|Q9H4A4|AMPB_HUMAN"	105353.728468178	103342.205995859	86803.3523589731	228713.807510332	169302.051119175	179724.316867719	107513.650755195	94027.5026288626	110156.453080524	103342.205995859	179724.316867719	107513.650755195	0.1033423548153	0.164729819965672	0.0832601314405877	0.79835603432489	0.0570902613240847	0.0833333333333333	0	0	0.000862596657452975	0.540135232890982	0.0123214215544635	0.557050552428318	0.000212324079653844	0.000427738618097331
"sp|Q9H4G4|GAPR1_HUMAN"	"Q9H4G4"	"GLIPR2"	"Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR2 PE=1 SV=3"	3	0	3	"sp|Q9H4G4|GAPR1_HUMAN"	1059517.02535747	1027722.2615024	992842.380432874	1316178.06181552	1016172.0765441	956059.511047374	593335.146457175	588961.960097251	524944.994747291	1027722.2615024	1016172.0765441	588961.960097251	0.0324821416649663	0.17599749686304	0.0672754060507025	-0.0163057078179776	-0.803204072381526	0	0	0	0.617407380406658	8.55822642899989e-05	0.717266313237648	0.000234298985843112	0.000144930953327405	0.000312302828460344
"sp|Q9H4M9|EHD1_HUMAN"	"Q9H4M9"	"EHD1"	"EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2"	4.9068	0	4	"sp|Q9H4M9|EHD1_HUMAN"	194978.644879445	209418.726493927	190296.288057471	207224.307588757	168524.476776106	176962.00977448	234372.838860252	226467.515524921	228386.319350538	194978.644879445	176962.00977448	228386.319350538	0.0502822639602114	0.110454273988501	0.0179479234930556	-0.139876445224065	0.228160113076516	0	0.0666666666666667	0	0.42642340184794	0.050360402733791	0.552036496965938	0.0596705692662932	0.0375249748254075	0.0419877440257491
"sp|Q9H665|IGFR1_HUMAN"	"Q9H665"	"IGFLR1"	"IGF-like family receptor 1 OS=Homo sapiens OX=9606 GN=IGFLR1 PE=1 SV=1"	3.9956	0	4	"sp|Q9H665|IGFR1_HUMAN"	77343.8328999558	100741.176114419	86462.2212959312	82127.0941729854	128852.46453633	101374.856434985	163209.66261909	154513.737561029	146199.442339013	86462.2212959312	101374.856434985	154513.737561029	0.133735767177637	0.22554350272711	0.0550036956344206	0.229558065311046	0.837593305446141	0	0	0	0.306078935081193	0.00051513447370653	0.441733030810152	0.000945356671527368	0.00351840017372307	0.00478674402453566
"sp|Q9H7M9|VISTA_HUMAN"	"Q9H7M9"	"VSIR"	"V-type immunoglobulin domain-containing suppressor of T-cell activation OS=Homo sapiens OX=9606 GN=VSIR PE=1 SV=3"	3.9578	0	4	"sp|Q9H7M9|VISTA_HUMAN"	160252.658369956	155633.406676657	160333.532226746	340482.718060991	322982.244479002	214009.530075682	392484.004565986	386175.392032046	339878.432377249	160252.658369956	322982.244479002	386175.392032046	0.016949594543343	0.234291675488207	0.0770409843176534	1.0111065674927	1.26890794607407	0	0	0	0.0043326875266411	1.0666692838517e-05	0.0280993715320024	8.09698956378333e-05	0.000235049186772918	0.000468695094818834
"sp|Q9H8H3|TMT1A_HUMAN"	"Q9H8H3"	"TMT1A"	"N6-adenosine-methyltransferase TMT1A OS=Homo sapiens OX=9606 GN=TMT1A PE=1 SV=1"	1.9746	0	2	"sp|Q9H8H3|TMT1A_HUMAN"	212793.577064978	212570.12320743	167624.202547333	146703.732084376	124764.066970473	113519.884527591	63346.6184558205	67726.5175826116	51820.2767788087	212570.12320743	124764.066970473	63346.6184558205	0.131609522383012	0.131511355360973	0.134772447293286	-0.768736353370507	-1.7465993267533	0	0	0	0.00757571959861626	2.3658129940333e-05	0.0395357866552786	0.000111175064160891	1.07321798786083e-05	4.52651073171229e-05
"sp|Q9H8W4|PKHF2_HUMAN"	"Q9H8W4"	"PLEKHF2"	"Pleckstrin homology domain-containing family F member 2 OS=Homo sapiens OX=9606 GN=PLEKHF2 PE=1 SV=1"	1.995	0	2	"sp|Q9H8W4|PKHF2_HUMAN"	49138.4051349779	83747.5303074537	71962.1321594123	90187.7924654567	75209.615252528	67182.3561574695	53975.1899437269	48474.9746606607	54345.797354449	71962.1321594123	75209.615252528	53975.1899437269	0.257686098220109	0.150611820483238	0.0629052312823433	0.0636791838603941	-0.414941517466577	0	0	0	0.40126146395971	0.132777224768071	0.528683743441985	0.147825310241786	0.0596812804303451	0.0650360445798867
"sp|Q9H9B4|SFXN1_HUMAN"	"Q9H9B4"	"SFXN1"	"Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4"	12.8541	0	13	"sp|Q9H9B4|SFXN1_HUMAN"	1227198.65701236	1221098.2995	1505265.08305547	729524.617805985	639335.625838255	722704.963928458	409904.754081797	401623.947003048	399247.514154134	1227198.65701236	722704.963928458	401623.947003048	0.123178595294012	0.0720291281485238	0.0138619674030353	-0.763890100483934	-1.6114516108506	0	0	0	0.000455685140307309	3.84657149974226e-06	0.00869707639215093	6.56747162000348e-05	8.54743143925708e-07	1.16524167375995e-05
"sp|Q9HBG7|LY9_HUMAN"	"Q9HBG7"	"LY9"	"T-lymphocyte surface antigen Ly-9 OS=Homo sapiens OX=9606 GN=LY9 PE=1 SV=3"	12.8485	0	11	"sp|Q9HBG7|LY9_HUMAN"	1028879.28252396	1169651.64966573	1093481.11331737	1285920.66244668	1068803.10350547	1113579.38410592	2690368.76742425	2641889.06408571	2396201.12892092	1093481.11331737	1113579.38410592	2641889.06408571	0.064214861275292	0.0991561589985142	0.0612218111815838	0.0262761054044098	1.27264158518663	0.0256410256410256	0	0	0.591569385709932	1.2930230540174e-05	0.69206365963964	8.44404425568223e-05	3.4774330340902e-06	2.17298812339226e-05
"sp|Q9HCN6|GPVI_HUMAN"	"Q9HCN6"	"GP6"	"Platelet glycoprotein VI OS=Homo sapiens OX=9606 GN=GP6 PE=1 SV=4"	3.9863	0	4	"sp|Q9HCN6|GPVI_HUMAN"	116357.534304956	154732.644732418	109958.984454335	246226.810870457	200275.586605229	227723.870473107	340821.943164559	342162.877632623	307665.005280878	116357.534304956	227723.870473107	340821.943164559	0.190646691680095	0.102874690397923	0.0591786300373505	0.968720895401759	1.55045359350762	0	0	0	0.00249357352448786	7.18639094648481e-05	0.0205642853624431	0.000207323862368329	3.46922772299398e-05	0.00010563671219943
"sp|Q9HD45|TM9S3_HUMAN"	"Q9HD45"	"TM9SF3"	"Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2"	1.9956	0	2	"sp|Q9HD45|TM9S3_HUMAN"	135506.022034978	106424.219857219	137076.779759089	47096.1342854257	39407.43708624	48072.0262442364	34941.9109203499	30870.8728260286	34324.5263821283	135506.022034978	47096.1342854257	34324.5263821283	0.136633624206731	0.105797876232117	0.0657302262767802	-1.52467641649551	-1.98104524896282	0	0	0	5.499520393368e-05	4.7529691671401e-06	0.00222699412951815	6.56747162000348e-05	9.88672251415009e-07	1.18127526252487e-05
